"age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","annual_mileage","speeding_violations","duis","past_accidents","outcome","zipcode"
"16-25","female","0-9y","high school","working class",0.457725701822915,"0","after 2015","1","0",13000,0,0,0,"0","1"
"65+","female","10-19y","none","middle class",0.566472602081345,"1","before 2015","1","1",8000,1,0,2,"0","1"
"40-64","male","20-29y","high school","middle class",0.451496574974972,"0","after 2015","0","1",12000,3,0,7,"0","1"
"26-39","female","10-19y","high school","upper class",0.724728914359206,"1","before 2015","1","1",11000,3,0,2,"0","1"
"26-39","female","0-9y","high school","working class",0.242856646941078,"1","before 2015","1","1",11000,0,0,0,"0","1"
"16-25","female","0-9y","high school","middle class",0.579035709503561,"1","after 2015","0","0",14000,0,0,0,"0","3"
"26-39","female","0-9y","university","upper class",0.50315212190395,"1","before 2015","1","0",9000,0,0,0,"1","3"
"40-64","female","20-29y","university","upper class",0.69440204370236,"1","after 2015","0","1",15000,1,0,1,"0","1"
"65+","male","30y+","high school","upper class",0.548400662889434,"1","before 2015","1","1",13000,5,1,4,"0","1"
"40-64","female","20-29y","none","upper class",0.685731574404338,"1","before 2015","1","1",12000,1,0,4,"0","1"
"26-39","female","10-19y","high school","middle class",0.453573258212229,"1","after 2015","1","1",9000,1,0,2,"0","1"
"16-25","male","0-9y","university","working class",0.399326871302967,"0","before 2015","0","0",15000,0,0,0,"1","1"
"65+","female","30y+","none","upper class",0.538985632542399,"1","before 2015","1","1",13000,1,1,6,"0","1"
"16-25","female","0-9y","high school","poverty",0.38099910219917,"0","before 2015","0","1",15000,0,0,0,"1","1"
"26-39","female","10-19y","none","middle class",0.491286870630517,"1","after 2015","1","1",8000,4,0,1,"0","3"
"26-39","female","10-19y","none","poverty",0.400254612113151,"0","before 2015","0","0",15000,0,0,0,"1","1"
"65+","male","30y+","high school","upper class",0.588346652461084,"0","before 2015","1","1",10000,12,2,5,"0","3"
"40-64","female","20-29y","university","upper class",0.656726147474012,"1","after 2015","1","1",5000,3,1,1,"0","3"
"16-25","female","0-9y","none","poverty",0.461811415041327,"1","before 2015","1","0",14000,0,0,0,"1","3"
"40-64","male","20-29y","university","middle class",0.530591691085965,"1","before 2015","0","1",16000,3,1,0,"0","1"
"16-25","female","0-9y","none","poverty",0.418872252740965,"1","before 2015","0","1",12000,0,0,0,"0","1"
"65+","male","0-9y","university","upper class",0.558685273384029,"1","after 2015","1","1",10000,0,0,0,"0","3"
"40-64","male","10-19y","none","middle class",0.571288549453049,"0","after 2015","0","0",15000,2,0,0,"0","1"
"26-39","female","10-19y","high school","middle class",0.504014087414848,"0","before 2015","0","0",15000,0,0,2,"0","1"
"40-64","female","20-29y","university","upper class",0.624313441188764,"0","before 2015","1","1",11000,2,2,1,"0","1"
"26-39","male","10-19y","university","upper class",0.598054089747327,"0","before 2015","0","1",13000,0,0,3,"0","1"
"26-39","female","0-9y","high school","middle class",0.516846504063763,"0","before 2015","0","0",9000,0,0,0,"1","1"
"65+","female","30y+","university","upper class",0.6318072663348,"1","after 2015","0","1",11000,1,2,3,"0","1"
"26-39","male","10-19y","high school","middle class",NA,"1","before 2015","0","0",9000,2,0,0,"0","3"
"26-39","male","0-9y","none","working class",NA,"1","before 2015","0","1",16000,0,0,0,"1","1"
"16-25","female","0-9y","high school","poverty",0.455629081127032,"1","after 2015","0","0",17000,0,0,0,"0","1"
"16-25","female","0-9y","high school","working class",0.529048090450361,"1","before 2015","0","0",16000,0,0,0,"1","1"
"26-39","male","10-19y","university","middle class",NA,"0","before 2015","0","1",11000,4,0,1,"0","1"
"40-64","female","0-9y","none","working class",0.424046779596617,"1","before 2015","0","1",NA,0,0,0,"1","9"
"16-25","female","0-9y","high school","middle class",NA,"1","before 2015","0","0",10000,0,0,0,"1","3"
"26-39","male","0-9y","university","upper class",NA,"1","before 2015","1","1",NA,0,0,0,"1","3"
"65+","male","20-29y","high school","upper class",0.843113837182975,"1","after 2015","1","1",10000,1,1,3,"0","1"
"65+","female","30y+","high school","upper class",0.738924453314548,"1","after 2015","1","0",12000,1,0,0,"0","1"
"16-25","female","0-9y","high school","poverty",0.32715575039511,"1","before 2015","0","0",15000,0,0,0,"1","3"
"40-64","female","0-9y","high school","middle class",NA,"0","after 2015","0","0",19000,0,0,0,"1","1"
"40-64","male","20-29y","high school","upper class",0.639538310716876,"1","after 2015","0","0",16000,2,0,3,"1","2"
"65+","male","30y+","university","upper class",0.52360514525752,"1","after 2015","1","0",11000,7,1,6,"0","1"
"40-64","male","20-29y","high school","middle class",0.58690907508666,"1","before 2015","1","1",8000,7,0,6,"0","3"
"16-25","male","0-9y","high school","poverty",0.39894876486962,"0","before 2015","0","0",11000,0,0,0,"1","1"
"26-39","male","10-19y","high school","middle class",0.502339053427436,"1","before 2015","0","1",11000,5,1,1,"0","3"
"65+","female","30y+","university","upper class",0.604141670528683,"0","before 2015","1","1",9000,3,1,2,"0","1"
"65+","male","10-19y","high school","upper class",0.608941056900336,"1","before 2015","1","0",11000,3,0,0,"0","3"
"16-25","female","0-9y","university","poverty",0.271026132523471,"1","before 2015","0","1",10000,0,0,0,"0","1"
"40-64","male","20-29y","university","upper class",0.522768024822763,"1","before 2015","0","1",7000,11,0,2,"1","3"
"65+","female","20-29y","high school","upper class",0.590965870890903,"1","after 2015","0","1",10000,4,1,1,"0","3"
"65+","male","20-29y","university","upper class",0.527473980487688,"1","after 2015","1","1",9000,5,0,4,"0","1"
"16-25","female","0-9y","none","poverty",0.397514988091362,"0","before 2015","0","1",10000,0,0,0,"1","3"
"65+","male","30y+","high school","upper class",0.524332336345295,"0","before 2015","0","1",NA,6,0,2,"0","1"
"16-25","female","0-9y","high school","working class",0.518880669034138,"1","after 2015","0","0",18000,0,0,0,"1","1"
"26-39","male","10-19y","university","upper class",0.544645625919717,"1","after 2015","1","0",9000,1,1,1,"0","1"
"26-39","female","0-9y","none","poverty",0.35549953760366,"1","before 2015","0","1",11000,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",0.474382136916826,"0","before 2015","0","1",12000,1,0,0,"0","3"
"40-64","female","20-29y","high school","middle class",0.544583641323346,"0","before 2015","0","1",13000,0,1,2,"0","1"
"16-25","male","0-9y","none","poverty",0.164511102190141,"0","before 2015","1","1",11000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",0.576128355763287,"1","before 2015","0","0",20000,0,1,1,"0","1"
"26-39","male","10-19y","high school","working class",0.273176764621894,"1","after 2015","1","0",12000,2,0,0,"1","9"
"26-39","female","10-19y","high school","middle class",0.280076735793803,"1","before 2015","0","1",10000,0,0,0,"0","1"
"26-39","female","10-19y","high school","poverty",0.356751909409425,"1","before 2015","1","1",12000,1,0,0,"0","1"
"26-39","male","10-19y","high school","middle class",0.501376130552298,"0","before 2015","1","1",14000,3,1,2,"0","1"
"26-39","female","10-19y","none","poverty",0.214813162489741,"0","before 2015","0","1",11000,0,0,0,"1","3"
"40-64","female","10-19y","university","upper class",0.679857062078689,"1","before 2015","1","0",13000,0,0,0,"0","1"
"26-39","male","0-9y","university","working class",0.446476320128209,"1","after 2015","0","1",15000,0,0,0,"0","1"
"65+","male","30y+","university","upper class",0.644225142187412,"1","after 2015","0","1",13000,8,0,3,"0","1"
"40-64","male","0-9y","none","poverty",0.293018495675616,"0","before 2015","0","1",13000,0,0,0,"1","1"
"26-39","female","10-19y","high school","upper class",0.659592617889624,"0","before 2015","1","1",NA,0,0,0,"0","1"
"16-25","female","0-9y","high school","poverty",0.354326541715826,"0","before 2015","0","0",12000,0,0,0,"1","1"
"16-25","male","0-9y","none","poverty",0.350644008126498,"1","before 2015","1","0",12000,0,0,0,"0","1"
"40-64","male","0-9y","university","middle class",0.58634486106489,"1","before 2015","1","1",8000,0,0,0,"1","1"
"65+","male","30y+","university","middle class",0.518764641136986,"1","before 2015","0","1",16000,6,1,3,"0","1"
"26-39","female","10-19y","none","working class",0.467247833928757,"0","before 2015","0","1",10000,1,0,1,"1","3"
"65+","female","10-19y","high school","upper class",0.560867815164074,"1","before 2015","1","0",15000,0,0,0,"0","1"
"26-39","female","0-9y","high school","working class",0.323698159643225,"1","before 2015","1","0",11000,0,0,0,"0","3"
"16-25","male","0-9y","high school","working class",NA,"1","before 2015","1","1",11000,0,0,0,"1","3"
"26-39","male","10-19y","university","upper class",0.622872445572622,"1","after 2015","1","1",11000,4,0,0,"0","3"
"40-64","female","20-29y","university","upper class",0.614091940350141,"1","before 2015","1","1",10000,3,0,2,"0","1"
"40-64","female","0-9y","high school","middle class",NA,"1","before 2015","1","1",11000,0,0,0,"0","9"
"40-64","male","20-29y","high school","middle class",0.334656908134325,"0","before 2015","0","1",14000,0,1,2,"1","9"
"16-25","female","0-9y","none","poverty",0.29989215715089,"0","before 2015","0","0",14000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",0.623338023525391,"0","after 2015","1","1",6000,5,1,4,"0","1"
"40-64","male","10-19y","university","upper class",0.457329607063958,"1","after 2015","1","1",7000,3,0,0,"0","1"
"65+","female","30y+","university","upper class",0.636213891372446,"1","before 2015","1","1",NA,5,0,1,"0","1"
"65+","male","0-9y","university","upper class",0.771006094187888,"0","before 2015","0","0",16000,0,0,0,"1","1"
"16-25","female","0-9y","high school","poverty",0.36558681330544,"1","after 2015","0","1",13000,0,0,0,"0","1"
"40-64","female","0-9y","university","upper class",0.644754354829871,"1","after 2015","1","1",NA,0,0,0,"0","1"
"26-39","female","10-19y","high school","working class",0.360339442972215,"1","before 2015","1","1",9000,2,0,3,"0","1"
"16-25","male","0-9y","university","working class",0.448213615653048,"1","before 2015","0","0",13000,0,0,0,"1","1"
"26-39","female","10-19y","university","upper class",0.437534676043685,"0","before 2015","1","1",9000,1,0,1,"0","1"
"40-64","male","10-19y","high school","upper class",0.659515285269751,"1","after 2015","0","0",NA,2,1,0,"0","3"
"26-39","female","10-19y","university","middle class",0.506379043797238,"1","before 2015","0","0",16000,0,0,0,"0","1"
"40-64","male","10-19y","high school","working class",0.453811255297597,"0","before 2015","0","1",13000,1,0,0,"1","3"
"40-64","male","20-29y","university","upper class",0.456819308845403,"0","before 2015","1","1",14000,2,0,1,"0","1"
"16-25","female","0-9y","high school","poverty",0.329075880984199,"1","before 2015","0","0",17000,0,0,0,"1","1"
"65+","male","10-19y","none","upper class",0.408366830660448,"1","after 2015","1","1",14000,0,0,0,"0","1"
"26-39","female","10-19y","university","poverty",0.400781321956128,"1","before 2015","1","1",11000,0,0,0,"0","1"
"65+","male","30y+","university","upper class",0.608083107698344,"1","before 2015","1","1",8000,6,0,3,"0","1"
"40-64","female","20-29y","high school","middle class",0.653998324350333,"1","before 2015","1","1",12000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.357476958342999,"0","before 2015","0","0",13000,0,0,0,"1","9"
"65+","female","20-29y","university","upper class",NA,"0","before 2015","1","1",10000,4,0,0,"0","3"
"65+","female","10-19y","none","working class",0.406940341469538,"1","before 2015","1","1",8000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.641485825784816,"1","before 2015","1","1",10000,4,0,2,"0","1"
"40-64","male","20-29y","university","upper class",0.682229612217193,"1","before 2015","0","1",13000,4,0,2,"0","1"
"26-39","female","10-19y","university","middle class",0.397782812956888,"1","before 2015","1","1",10000,1,0,2,"0","1"
"26-39","male","10-19y","none","poverty",NA,"0","after 2015","0","0",15000,1,0,1,"0","1"
"26-39","female","10-19y","high school","middle class",0.656110740689407,"0","after 2015","1","1",8000,4,0,1,"0","1"
"26-39","female","10-19y","university","working class",0.313125335329639,"0","before 2015","0","0",14000,4,1,0,"1","3"
"26-39","male","10-19y","university","upper class",0.630756630044791,"1","after 2015","1","1",10000,1,0,2,"0","1"
"65+","female","30y+","university","upper class",0.651054420849856,"1","after 2015","1","1",10000,3,0,1,"0","3"
"40-64","female","20-29y","university","upper class",0.554373168232441,"1","before 2015","0","1",NA,4,1,2,"0","3"
"26-39","female","10-19y","high school","middle class",0.429717438219799,"1","before 2015","0","1",13000,0,1,0,"0","1"
"16-25","female","0-9y","high school","middle class",0.359580843103486,"0","before 2015","0","0",15000,0,0,0,"1","1"
"40-64","male","20-29y","high school","working class",0.394207728487785,"0","before 2015","1","1",8000,4,0,5,"1","2"
"40-64","male","10-19y","high school","upper class",0.637602303019637,"1","after 2015","0","1",16000,0,0,0,"0","3"
"65+","male","30y+","university","upper class",0.511710620261835,"1","after 2015","0","1",16000,4,0,3,"0","1"
"65+","male","20-29y","university","upper class",0.663507290861866,"1","after 2015","1","1",15000,4,1,0,"0","1"
"65+","female","20-29y","university","upper class",0.695513127629807,"1","after 2015","1","1",11000,2,0,0,"0","1"
"26-39","female","0-9y","university","middle class",0.357055974792942,"1","before 2015","1","1",9000,0,0,0,"0","9"
"40-64","male","20-29y","none","middle class",0.409272797557738,"1","after 2015","1","1",NA,4,1,3,"0","1"
"40-64","male","20-29y","university","upper class",0.539244298557583,"1","after 2015","1","1",15000,2,0,2,"1","9"
"26-39","male","10-19y","university","poverty",0.325220483581145,"0","before 2015","1","1",NA,2,0,1,"0","1"
"26-39","male","10-19y","university","poverty",0.388238879675168,"1","before 2015","0","0",14000,1,0,1,"0","1"
"40-64","female","20-29y","university","middle class",0.654109037082658,"1","before 2015","0","1",9000,2,1,1,"1","3"
"65+","female","20-29y","high school","upper class",0.593928331592407,"1","after 2015","1","1",6000,6,1,3,"0","3"
"40-64","female","20-29y","high school","upper class",0.686613770722574,"1","after 2015","0","0",11000,2,0,2,"0","1"
"26-39","female","10-19y","university","upper class",NA,"0","after 2015","0","1",14000,0,0,0,"0","1"
"26-39","female","10-19y","university","middle class",0.495177162058203,"1","after 2015","1","1",10000,1,0,0,"0","1"
"40-64","female","20-29y","high school","middle class",0.492128899283793,"1","before 2015","0","1",10000,2,0,2,"1","2"
"26-39","female","10-19y","university","upper class",0.515345255347988,"1","before 2015","1","1",10000,0,0,0,"0","3"
"26-39","male","0-9y","high school","upper class",0.560643984655608,"1","after 2015","0","1",10000,0,0,0,"1","3"
"65+","male","10-19y","high school","upper class",0.53258566181726,"0","after 2015","0","1",9000,1,0,2,"0","1"
"16-25","male","0-9y","high school","poverty",0.233057468970678,"0","before 2015","0","0",17000,0,0,0,"1","1"
"65+","male","20-29y","high school","upper class",NA,"1","before 2015","1","1",13000,7,3,0,"0","3"
"40-64","male","0-9y","high school","upper class",0.479581844254306,"1","after 2015","1","1",7000,0,0,0,"0","1"
"26-39","male","10-19y","high school","working class",0.47392014833943,"1","before 2015","0","1",12000,3,1,4,"1","1"
